"date","big_growth","big_neutral","big_value","small_growth","small_neutral","small_value"
2013-01-03,-0.0207893656229301,0.00929985207919552,0.00130369637671257,-0.0102736700403247,0.00422085151505628,0.0134529368641599
2013-01-04,-0.00246975252869097,-0.00594839717691202,-0.031189081816706,-0.00528610623811635,-0.00651279354227463,0.0132713171186697
2013-01-07,-0.000520907087854017,-0.00585931314877534,0.00607056988949473,-0.0153028911354806,-0.0048459760156682,0.00475351122748243
2013-01-08,-0.00650379087142672,-0.00183137079464957,-0.0195493634091852,-0.0141278084931462,-0.00203501189106074,-0.0141954869403355
2013-01-09,0.00227399382042393,-0.00967415887697317,0.00878317408105089,0.00668070510165545,0.0162606160934998,0.00179021957946701
2013-01-10,0.0057825986343385,0.00495985351533309,0.00938179410233508,-0.00439362072389933,0.00793453780757088,-0.00507029742625649
2013-01-11,0.00233235710305379,-0.00412509358371123,0.0119639494475619,0.00718552244933416,-0.0116937747061142,0.00604041752496095
2013-01-14,-0.00295942121160953,-0.00229735668528471,0.00946611450294532,-0.00551682371073977,0.00091374731944686,-0.0016380366651918
2013-01-15,-0.0133280212297719,-0.00526252265534414,0.00928440842445788,-0.0033547892881766,-0.000822296861790435,-0.00644256629977402
2013-01-16,-0.00747613180732354,0.00236643983309744,-0.00132105932191173,-0.00109750087989235,-0.00782733832086654,-0.0130414829910081
2013-01-17,-0.00607449248820124,-0.00114338620220544,-0.0141500103253462,-0.00546567520498842,0.0105292657720146,0.00278005401703589
2013-01-18,0.00323324596003682,0.00895634418711995,0.0244610307832915,0.0157801590702205,0.0160900901945875,0.00120730734624101
2013-01-21,-0.00701643518425121,-0.00942213877474588,-0.0089440462232715,0.017204758065916,-0.00215283860256177,0.000380562283266217
2013-01-22,0.00670916358424534,-0.00367880623204438,0.00650816985037972,-7.43114018009193e-06,0.00294833466353461,-0.00882316800383665
2013-01-23,-0.0100124546707252,-0.00912956890634398,0.014735449387826,0.00182044915737671,-0.0354128456924111,-0.011914774356232
2013-01-24,-0.00749935656187173,-0.00317425242638074,0.00500687598993355,-0.00669757483323304,-0.000100529947566856,-0.0041769675171015
2013-01-25,-0.0257496462005538,-0.00243375151828542,-0.0262982015285165,-0.00785789101563128,0.00231178754185724,-0.00720008070802725
2013-01-28,0.00463423939357677,-0.0044309324284099,0.00176149562276318,0.0143523819456426,0.00658775554821404,0.0115697552722305
2013-01-29,0.0116913631424778,0.00904643324826404,-0.0149556403407829,0.0192611817442427,0.00506399216295332,-0.00467148586679778
2013-01-30,0.0113090903223043,0.00584617388256392,0.00263549732363444,-0.00816800836927574,0.00142153794152862,-0.000534595767322917
2013-01-31,-0.00160192030265693,-0.00176592593518817,-0.0202375796110006,-0.0056353744670549,0.0225480854165074,-0.0110457029358112
2013-02-01,0.00263052869016245,-0.00504303234707389,0.021346796183386,0.0155334129708797,-0.00328392857260888,-0.0141540051617526
2013-02-04,-0.00424682554112358,-0.00422774534263485,0.0186803443309447,-0.00791471615046757,-0.00519280295814273,-0.00434289893746365
2013-02-05,-0.00731668964964697,-0.000498852652145073,-0.0105295941144903,0.0110695199480906,0.00122839648287469,-0.00678289150117961
2013-02-06,-0.00204081699840852,-0.00151063975171069,-0.0131028623751774,0.00262069956913017,-0.00197940214290759,0.00707269787057011
2013-02-07,-0.00231749080512933,-0.00249040907285347,-0.00800715711658162,-0.0119051820652238,-0.00592879930742662,-0.0179726532242327
2013-02-08,0.00484858321138648,0.0100087826248176,0.0110128572204258,-0.00476808637875958,-0.00557651594459552,-0.00258372307604534
2013-02-11,-0.000280480106291225,-0.00666122808021874,-0.0135803432139627,0.00192171784878292,0.0157563660016193,0.00347713041235798
2013-02-12,-0.00996285436103905,0.00281926151175105,-0.00274755425954565,0.00350249320609963,0.0575888690028412,0.00645787613137783
2013-02-13,0.00928015325131271,0.0155810631833653,0.0086087773995267,-0.00427350614299549,-0.0162802725199898,0.00138217977513744
2013-02-14,-0.00519903092817153,0.0043210545709836,-0.0195403660733486,0.0344302936726226,-0.0501124408239551,0.00217536338027376
2013-02-15,-0.00694421005843848,-0.000381938263971963,-0.0554768917843784,-0.00441791699002514,0.0169924601387171,-0.00474813309507101
2013-02-18,-0.00901337235319377,-0.00102740587964563,-0.0283998458595502,-0.0130759722480169,0.0204272119406403,-0.00077356495806602
2013-02-19,-0.00159723619866248,-0.00340857112978229,0.00143328325773906,0.0109106255302588,-0.00405507975360719,-0.00240464840594064
2013-02-20,0.0200539421490993,0.00548503822318591,-0.0303019982045467,-0.013362159733608,-0.00266907855768683,0.00286046125717062
2013-02-21,0.00350508364186508,-0.0172064577024205,-0.0345802676141909,-0.0132320184611162,-0.017984647768084,-0.00467879508079945
2013-02-22,-0.00742015745215108,-0.00159493060025813,0.00127145764505299,0.00326148716023914,0.00189390046213063,0.0120426824312751
2013-02-26,-0.0128817042625566,-0.0152884476345213,0.000761042812552404,-0.00983373887856831,-0.0138533176494375,-0.00710467993730113
2013-02-27,0.0144972176210638,-0.00227349345357834,-0.0191090664738474,-0.00108298180746617,0.0129819068151394,-0.00540299977450813
