etf,cbr,qs,kz,m,q,cbr_wcor,qs_wcor,kz_wcor,m_wcor,q_wcor
eem,-0.09447957251307709,-0.10659926659287403,-0.10497125765617174,-0.1210028841592746,-0.12782823305199498,-0.06176470551935462,-0.06856942435333967,-0.06641452541603571,-0.07542475378128695,-0.08214255328914877
eemo,-0.13821612900289795,-0.15181378978812793,-0.1480378685775765,-0.1650825676282292,-0.17115579114932492,-0.09147141106304729,-0.09960634760670922,-0.09583882359131662,-0.10579598952015681,-0.11183674264687922
eemv,-0.13580171947509426,-0.14853700880523205,-0.14583700790314738,-0.16215163989507217,-0.16833546506984928,-0.09565437999601246,-0.10324384395930819,-0.10022282899866067,-0.10978760851653835,-0.11595797689826716
fem,-0.14935422843202242,-0.1624919584202343,-0.15916292368781149,-0.17577248312821286,-0.18223052256585193,-0.10576987845742995,-0.11359046923846547,-0.11013555024948458,-0.11980437659143155,-0.12622507528207982
ieem,-0.15463621512977677,-0.16913862056728166,-0.1658960421333034,-0.18445926261961257,-0.19273825953380036,-0.10853095987494184,-0.11700835119428821,-0.11350045920694567,-0.1241926516097758,-0.13224635891966138
psrm,-0.1261499445955671,-0.1386022706359574,-0.13609663300842623,-0.15219681954923256,-0.15902076551402844,-0.08908672807880365,-0.0961011328802206,-0.0934437248870931,-0.10244215544254517,-0.10918086175149375
vwo,0.12180668455385668,0.11530579416002373,0.11144281334798097,0.10040107895006953,0.09408661482613309,0.11835831217525417,0.1168638741672951,0.11364907978010699,0.10909148514931452,0.102814873747898
