etf,cbr,qs,kz,m,q,cbr_wcor,qs_wcor,kz_wcor,m_wcor,q_wcor
eem,-0.13550298843297998,-0.1503245107249185,-0.15161452627904162,-0.1724357611226528,-0.18325617197397093,-0.0938786487378376,-0.10223208772779961,-0.10098796252404109,-0.11266109839519331,-0.12335871352085917
eemo,-0.1782321667897669,-0.19423376326162883,-0.19327203367556922,-0.21459566256950102,-0.22464884855557873,-0.12321440543227268,-0.13287232221851358,-0.1298685025038328,-0.14234019855396401,-0.1523317566132367
eemv,-0.16574531475646906,-0.18114185806015237,-0.1808244156225154,-0.2016875506694615,-0.21153071200560636,-0.11542719241533234,-0.12437782042962174,-0.12200685117480511,-0.1338937418413252,-0.14371592480049616
fem,-0.18549372580885987,-0.20118072383238533,-0.2002468459477077,-0.22123602587801228,-0.2319337103801883,-0.13219453987188842,-0.14137622127932886,-0.1385405063063799,-0.1504896935223672,-0.16112677630780892
ieem,-0.20386043636702214,-0.22115339719765778,-0.2209447310986832,-0.2444046162664022,-0.25791560627787835,-0.1480469212585336,-0.15817997489682012,-0.15560628906616683,-0.16907584136655696,-0.18237506368365453
psrm,-0.1606005872691941,-0.17582092272599603,-0.17571812044593657,-0.1965439445208786,-0.20751638872060804,-0.11320059636606046,-0.1216514987673687,-0.11959797725369585,-0.13102087328604511,-0.1418853078552748
vwo,0.07800900861784461,0.06928255301721267,0.062193752525648155,0.046703549090517466,0.036323352234991606,0.07993891776498133,0.07721603156042542,0.07280917105342259,0.06571388417391862,0.055385197773624696
