etf,cbr,qs,kz,m,q,cbr_wcor,qs_wcor,kz_wcor,m_wcor,q_wcor
eem,-0.26262153805659166,-0.28574540296390927,-0.3181055993177543,-0.36198963507878756,-0.4008990513667774,-0.18773706787045766,-0.20121832806956796,-0.21253416735245814,-0.237268884593687,-0.2757607876867535
eemo,-0.31244415509431134,-0.337589954763442,-0.36501661519937734,-0.4095229559169739,-0.44789813231371856,-0.2203854262685687,-0.23511663040436526,-0.24262281720952658,-0.2671817839403535,-0.3051938895287816
eemv,-0.3087603472635079,-0.33352956002363576,-0.3633580550680755,-0.4081851299844792,-0.4483453555599395,-0.22168606812494632,-0.23641108182583442,-0.24570307782973752,-0.27094183621448037,-0.31067059203093306
fem,-0.31693295699302076,-0.34206197647592695,-0.3703192185423169,-0.41514080653685115,-0.45461695245922185,-0.22643762181979543,-0.2410548444207065,-0.24917633051418378,-0.2738316326734242,-0.31302995368082265
ieem,-0.29668049828589316,-0.32186176547757217,-0.35286573258213244,-0.3988155777812695,-0.4380319071800077,-0.20841844009085944,-0.22333795145256718,-0.23294910173184288,-0.25883873576208294,-0.2976226734633663
psrm,-0.30814881441291253,-0.33313481586797494,-0.3633708034954242,-0.4086942095828045,-0.4484977700069084,-0.2205576949161781,-0.23530221877482177,-0.24473266064962348,-0.27015922134332576,-0.30952038398689136
vwo,-0.09386697571150465,-0.11082568403662967,-0.14753661427382228,-0.1865257031687508,-0.22569911451103528,-0.060592846529956626,-0.06843639067279997,-0.08379870803763327,-0.10426509000316027,-0.14293841537882201
