etf,cbr,qs,kz,m,q,cbr_wcor,qs_wcor,kz_wcor,m_wcor,q_wcor
eem,-0.026550370762935316,-0.033254282482345306,-0.030487621738132804,-0.038727634013788786,-0.04126256893168076,-0.013370528083183524,-0.016661916709658033,-0.01509270460740003,-0.01927928922021581,-0.02178468521832524
eemo,-0.07487790460212249,-0.08292675594996284,-0.07837591470341278,-0.08767567049185765,-0.09005328955743773,-0.04853235966949227,-0.0530757029048012,-0.050028074189102344,-0.05521675125970142,-0.05758599523182142
eemv,-0.06431241021593966,-0.07261325091890536,-0.06831768320987935,-0.07805454340473973,-0.08003365749412458,-0.039143344391866564,-0.0440586246739885,-0.040955212396602096,-0.04667386392716767,-0.04865437604557186
fem,-0.08420581296521691,-0.09280559996534427,-0.08801136701961332,-0.09796145327859507,-0.10010048128273943,-0.05608127146275034,-0.06109207432175263,-0.057731599942467474,-0.06345408724787698,-0.06558601931668447
ieem,-0.08308193584359612,-0.09187059662752131,-0.08772821765782808,-0.09818597672268915,-0.10134685854963443,-0.059718190428188433,-0.06492391482572826,-0.06193080091120261,-0.06811576942103062,-0.07127811364703912
psrm,-0.07033776429693735,-0.07838277934732923,-0.07446816391350826,-0.08402141472385437,-0.0864636611387739,-0.048660371831431126,-0.053258594544232235,-0.05053466979742993,-0.055987272951519854,-0.058399140661835214
vwo,0.22900685874025672,0.2271098061324706,0.22580718753197082,0.22212577285918006,0.2197823956441087,0.2167926529032976,0.21841094865783658,0.21571008063680078,0.2160349457668867,0.21370083557990713
