etf,cbr,qs,kz,m,q,cbr_wcor,qs_wcor,kz_wcor,m_wcor,q_wcor
eem,-0.20480139698624672,-0.2248002441235345,-0.23387175533548366,-0.2646647370883585,-0.2845334252940636,-0.1428964827314858,-0.15436582968524334,-0.1555627553419007,-0.17288775598163827,-0.19258382494283707
eemo,-0.23210773588341166,-0.2525659065919045,-0.25877796667320313,-0.28877422793985436,-0.3069264903574553,-0.1608790823786638,-0.17303737381029816,-0.17263678642929467,-0.18978456296001148,-0.20776110054517719
eemv,-0.219095181666188,-0.23878944383651757,-0.24591697773006263,-0.2753287822897939,-0.29285151588959746,-0.15324393908567424,-0.16482333165132268,-0.16508926362573292,-0.18185157280079162,-0.1991997586846017
fem,-0.239925142381274,-0.2604928298996541,-0.26673710680265617,-0.2969043473360014,-0.31548859972108373,-0.16805331553768416,-0.18034171217721412,-0.17981330102741178,-0.1971437685710794,-0.21560376317451632
ieem,-0.2906799325740479,-0.3143183215824944,-0.32168935247925484,-0.35664363803512356,-0.3832416837133207,-0.2090924420594447,-0.22279900208946202,-0.22221963887136317,-0.2418154461442919,-0.26764271693194297
psrm,-0.22927901526893224,-0.24898919576831544,-0.25619871907322644,-0.2858338541445084,-0.3065806500207255,-0.16476632270315741,-0.17602580875060023,-0.17631861430132445,-0.1928129019613311,-0.21333599410664952
vwo,-0.0159588048913372,-0.029459893445645993,-0.045005362898725934,-0.07032748987186259,-0.09023790961395328,0.002342669283306728,-0.0035904992944011615,-0.011047940617478746,-0.024305231127366416,-0.04401211347426875
