etf,cbr,qs,kz,m,q,cbr_wcor,qs_wcor,kz_wcor,m_wcor,q_wcor
eem,-0.040462799181756284,-0.048069484464751476,-0.04643889989354231,-0.05641623745526551,-0.06042262198764013,-0.025393635065355216,-0.02894337505368888,-0.027882704072301652,-0.03276535873779589,-0.03677099812887152
eemo,-0.09391453684259556,-0.1036706197378433,-0.09990493398175189,-0.11183225820897941,-0.11541823535595946,-0.0632736730879204,-0.06875651687181485,-0.06583346414459754,-0.07244604934944654,-0.07602062398241242
eemv,-0.09382501494861552,-0.10418071413247192,-0.10026440930558185,-0.11295036652322851,-0.11669815645571319,-0.060721655086309154,-0.06656496055491616,-0.06352138448023638,-0.0706118604832008,-0.0743496004092275
fem,-0.11278202051074343,-0.12282927978773808,-0.11893683997290672,-0.13118752474748765,-0.1352511857014093,-0.08033175799281216,-0.08618466369016081,-0.08301014170263071,-0.09001948255161037,-0.09408300092592332
ieem,-0.08620364818554696,-0.09524778029164685,-0.09234502101565935,-0.10367891127298877,-0.10793355289242365,-0.06119699706861407,-0.06614698378152191,-0.0638580163727097,-0.07005547108513666,-0.0742937244040954
psrm,-0.09995125053609334,-0.11001643044059806,-0.10665448225149275,-0.11913437189703621,-0.1232305502906707,-0.07015185633189151,-0.07604487655802494,-0.0732001733669856,-0.08044009484042085,-0.08451725304894728
vwo,0.18894139392922973,0.1870436426707806,0.1847105054912532,0.18030107045876584,0.17636529995418848,0.17240959546952417,0.17515770736607097,0.17150978390941476,0.17266003729752258,0.16874043339048292
