etf,cbr,qs,kz,m,q,cbr_wcor,qs_wcor,kz_wcor,m_wcor,q_wcor
eem,-0.03945641849399027,-0.04756256589046878,-0.04592821569251434,-0.05657915003713723,-0.06046026146987566,-0.023604255216400288,-0.027557161552526716,-0.02637416016372468,-0.031793490952273046,-0.03566261818249964
eemo,-0.09575480724843095,-0.10608869523376513,-0.10239182353930756,-0.11508010926487633,-0.11867961768715846,-0.06356063717035693,-0.06969291892555834,-0.06658915996497086,-0.074005362039663,-0.07759603965944228
eemv,-0.10528439930512906,-0.11594946385578896,-0.11198489233847336,-0.12505420309287485,-0.12894665210518688,-0.07141097199813763,-0.07763439775549817,-0.07435883225929918,-0.0818838622415827,-0.08576378198975136
fem,-0.09099874846194693,-0.10081501445405586,-0.09739368798410507,-0.10952077881472162,-0.1129652649788543,-0.06150167068314778,-0.06716375798558182,-0.06434979217592648,-0.07126506989824052,-0.07470297707136968
ieem,-0.07455033330682405,-0.08287777028831153,-0.08048555033846948,-0.09109343636474419,-0.09513414893935199,-0.054084912983261554,-0.05834048383837339,-0.05657208037530496,-0.06206900396574698,-0.06609318469953337
psrm,-0.09473416311641641,-0.10500116602263436,-0.10123442288659179,-0.11385468241922961,-0.11764155154424089,-0.06266451887666116,-0.06860757156583308,-0.06549707734432808,-0.07270800784818858,-0.07646970354218896
vwo,0.1989302046492805,0.1961140143314595,0.19401645923314514,0.18852610132509479,0.184574457455461,0.18583702761918405,0.18752387968895917,0.1844427357195767,0.18439865217691048,0.1804630570698635
