etf,cbr,qs,kz,m,q,cbr_wcor,qs_wcor,kz_wcor,m_wcor,q_wcor
eem,-0.15584366297361452,-0.17284061307343757,-0.18143531304899027,-0.208101834887176,-0.22430123880639277,-0.10725213940886805,-0.11656020704717905,-0.11835764573342271,-0.13289315431371326,-0.14891534569999423
eemo,-0.212272851431307,-0.23176637247672338,-0.23849052835897955,-0.2674093139629146,-0.2835247352390795,-0.14583850715521943,-0.15753667583014297,-0.1574770372440849,-0.17421675291794703,-0.19024066080263874
eemv,-0.20529363454617464,-0.22365159107060822,-0.2303387493925741,-0.25780919695825405,-0.2740805823397265,-0.14472741039662418,-0.15545310239848573,-0.15570031230331663,-0.1712399031781827,-0.1874007125233073
fem,-0.2066851604599209,-0.22484106532088827,-0.23116188772339044,-0.2582067902879642,-0.27386890853586215,-0.14582100664931402,-0.15648505438830126,-0.15654123340862594,-0.1719045679738844,-0.18745500712398996
ieem,-0.20184758381423326,-0.2194124291555217,-0.22695594422345067,-0.25378088543930544,-0.2712605383371267,-0.1467082173074374,-0.15689788997653872,-0.15774999993857394,-0.17293538514920578,-0.19030576590640605
psrm,-0.21329652074488126,-0.23163229265528257,-0.237785637953706,-0.2650325214291831,-0.2817878445994777,-0.1516525288510762,-0.16235606093900773,-0.16223183136836458,-0.1775787466182717,-0.19421598496016443
vwo,0.03360535299515225,0.02237334879330777,0.008993890478138243,-0.0126463010288612,-0.02954594104107211,0.04440177324568472,0.040286428747909254,0.0339154523390354,0.023579729733699387,0.0067984402661236685
