etf,cbr,qs,kz,m,q,cbr_wcor,qs_wcor,kz_wcor,m_wcor,q_wcor
eem,0.004222090649138918,-1.0735289396107578e-4,0.0017806905344115072,-0.0035455584003825894,-0.00500943703859388,0.008011240449660513,0.006134049619012941,0.006928500162801938,0.004424462331696627,0.002962143202591093
eemo,-0.03844168858551355,-0.0445118086398435,-0.040763676978186184,-0.04766799584592822,-0.04872490494566783,-0.020848672353204215,-0.02437412330080754,-0.021896660755354548,-0.02588168489717297,-0.026937717008726395
eemv,-0.05783465163343644,-0.06388974236603155,-0.06019018958556903,-0.06709937400928903,-0.06847264081399317,-0.040813683676349584,-0.044262492739075274,-0.041867081817016163,-0.0457882318303655,-0.04715427002979754
fem,-0.04674698448761125,-0.05273664040817657,-0.04902228579671691,-0.05586152624117653,-0.05713394218265166,-0.029733920643378643,-0.032921944614193815,-0.03068385422097087,-0.03433234649010283,-0.03560249969857847
ieem,-0.021612672098707195,-0.02667280552616293,-0.0238199462535473,-0.02976336767472071,-0.031066713149214973,-0.011090215285651192,-0.013431403878622468,-0.011974047164758334,-0.014813562878961798,-0.01611372519724891
psrm,-0.05329581818802599,-0.05947086503769333,-0.055815055735613954,-0.06289766776490277,-0.06427618804069074,-0.03686873469879464,-0.040461113360069315,-0.03804220651059234,-0.04215476358391561,-0.04352735547115741
vwo,0.2716288584815766,0.2716140619818321,0.2703376210878688,0.2693124741061497,0.26792432574541514,0.2572410734966735,0.26027823947169115,0.25719132965654135,0.2595006928264418,0.25811522034472395
