"h","distribution","etf","m.q","kz.q","qs.q","cbr.q","kz.m","qs.m","cbr.m","qs.kz","cbr.kz","cbr.qs"
250,"gauss","psrm",0.265418363670938,0.0741917988961768,0.124648648928352,0.0369413594757872,0.181368445544204,0.258259768298828,0.0999989635541146,0.637981903920098,0.327828069296116,0.222565036926363
300,"gauss","psrm",0.309513561522,0.111142856925521,0.182013358979685,0.0698339878817801,0.211087590702725,0.295867371352468,0.130256259804283,0.651628392184553,0.345665039014477,0.235892422351575
350,"gauss","psrm",0.356537274144047,0.19859950879308,0.268631974972605,0.149816999832215,0.275933368524702,0.355626641284204,0.223294000308855,0.634312157286377,0.361102622689475,0.297557964970773
400,"gauss","psrm",0.375842301457709,0.216065721952415,0.297557964970773,0.167543791097854,0.28250428868168,0.372139389351348,0.223294000308855,0.63706564042271,0.390765421143798,0.306934023604808
450,"gauss","psrm",0.387954309394718,0.224024320606299,0.316438091097765,0.189863801973183,0.274302446582153,0.383282212390633,0.231401738860477,0.631551736541529,0.418213319349139,0.300102089163876
500,"gauss","psrm",0.399232517344595,0.247326424641887,0.329595026082744,0.20409383681321,0.287481346388126,0.383282212390633,0.243482488025091,0.652531448203927,0.411545922299488,0.300102089163876
100,"copula","psrm",0.00606845093986538,1.7526550527415e-05,1.30170892851373e-06,1.0331548637321e-08,0.0391647785196645,0.00909971812717822,0.000358660394626496,0.2590501971909,0.0446240890992807,0.132338019830649
150,"copula","psrm",0.0741917988961768,0.00323306688738143,0.00348030403097437,0.00017128080127946,0.0820354190501763,0.0869551713308926,0.0107806882950666,0.507310374343999,0.160893042530051,0.162689555813761
200,"copula","psrm",0.204786937836192,0.0280982685958029,0.0511918735722729,0.00749969809381741,0.121169268129286,0.178803124378519,0.0419316121912827,0.615784701019064,0.240430729102567,0.171866988733022
250,"copula","psrm",0.269438422131263,0.066617993200072,0.12314902747822,0.0324475326463701,0.180082917172514,0.267022727943206,0.0924963091513827,0.65343363932181,0.302656006105475,0.218219852550526
300,"copula","psrm",0.303509470666588,0.0995708272227087,0.174369084422091,0.0576554485550064,0.189201754687634,0.297557964970773,0.115364664716701,0.680075156389445,0.342966336053284,0.216782393425656
350,"copula","psrm",0.342068537436759,0.138720393130742,0.23967105755394,0.0900903600779463,0.219662788708029,0.322550410338234,0.143089973013606,0.676572422100712,0.365687842713623,0.242717592011271
400,"copula","psrm",0.391703736470713,0.223294000308855,0.31556893052145,0.174998206340451,0.284987636225664,0.376769833980368,0.240430729102567,0.630630077250199,0.397346685433962,0.31817945336918
450,"copula","psrm",0.389827741414868,0.220386306398664,0.314700788988883,0.178803124378519,0.275117312389031,0.377698078345414,0.223294000308855,0.643462725855953,0.404903971277423,0.297557964970773
500,"copula","psrm",0.413448377299478,0.295867371352468,0.356537274144047,0.264618019887274,0.342966336053284,0.405851193588316,0.301803618521979,0.602653314566038,0.43642400567916,0.363851408388617
100,"t","vwo",0.0271667174900165,0.00120880454059315,8.95035609686037e-05,9.56936110026218e-06,0.104354444505568,0.0238311698534746,0.00715278793772774,0.185912885749217,0.0846577986130138,0.272676298421971
150,"t","vwo",0.173115157311092,0.0602386114151515,0.0328039270873522,0.0175404685102873,0.24887303392039,0.155581506656553,0.0999989635541146,0.340275620651126,0.241191710227222,0.36018794418547
200,"t","vwo",0.31556893052145,0.199281380443755,0.152105479223376,0.124648648928352,0.345665039014477,0.285817726022667,0.226223404466092,0.403011202554389,0.350180296274531,0.430656778082876
250,"t","vwo",0.371215490601504,0.322550410338234,0.278388647407892,0.257470591302479,0.418213319349139,0.35836099088631,0.344764591342848,0.432577607495593,0.393582253208186,0.461556232899216
300,"t","vwo",0.40112070378706,0.373064024755442,0.327828069296116,0.319924843610555,0.439312775285135,0.387018567397351,0.387018567397351,0.443169474836635,0.423947074629577,0.481972873308674
350,"t","vwo",0.425861972993188,0.408696148320058,0.35836099088631,0.376769833980368,0.464467961867887,0.406798967427649,0.426820081157917,0.453802109724581,0.444134506270567,0.496588342614048
400,"t","vwo",0.419167773669413,0.4634971663123,0.403957305825774,0.441240428553875,0.506335746019873,0.455739107336256,0.472241459177845,0.440276424978287,0.465438968992914,0.520947943937691
450,"t","vwo",0.442204780384515,0.459616214693781,0.416305860295766,0.441240428553875,0.48781725493122,0.449931454928054,0.469324998089028,0.45477047409707,0.465438968992914,0.515105341495765
500,"t","vwo",0.446065557495325,0.486842975664992,0.429696975287657,0.469324998089028,0.503411657385952,0.458646563132434,0.484894658504235,0.458646563132434,0.484894658504235,0.517053298106533
100,"gauss","vwo",0.0217196678600987,0.00112358610701938,8.11766232968202e-05,1.34069587595629e-05,0.125151347560679,0.0277848396513901,0.011061957791903,0.187224156419289,0.100859266083078,0.310375505761987
150,"gauss","vwo",0.17249035299713,0.0741917988961768,0.0460216274797756,0.0308830702720592,0.289985327865341,0.183307481003501,0.144752284779186,0.337593013309933,0.263021023495013,0.418213319349139
200,"gauss","vwo",0.292499487871493,0.217500437513729,0.160893042530051,0.154417054631153,0.411545922299488,0.305219615740182,0.299252954783209,0.37491548576479,0.373064024755442,0.481972873308674
250,"gauss","vwo",0.345665039014477,0.338486307473517,0.255896003862654,0.284987636225664,0.468353202244425,0.373064024755442,0.405851193588316,0.387018567397351,0.425861972993188,0.5394138934732
300,"gauss","vwo",0.383282212390633,0.412496892826218,0.337593013309933,0.382349802390519,0.510233974218085,0.416305860295766,0.471269132326873,0.395463250097114,0.453802109724581,0.554900130959351
350,"gauss","vwo",0.393582253208186,0.477105459635958,0.382349802390519,0.464467961867887,0.546197890275419,0.455739107336256,0.531646797755575,0.403011202554389,0.497563087318595,0.574138027006812
400,"gauss","vwo",0.429696975287657,0.503411657385952,0.419167773669413,0.490740505741157,0.538443767100784,0.466410181935188,0.520947943937691,0.421078104606313,0.492689625656001,0.548133789605102
450,"gauss","vwo",0.446065557495325,0.49171504097095,0.434500031568431,0.474186603465095,0.51218274506878,0.470296976706361,0.503411657385952,0.446065557495325,0.480999152275075,0.540383785306219
500,"gauss","vwo",0.448964520365001,0.485868774919562,0.450898686832966,0.472241459177845,0.51218274506878,0.474186603465095,0.505361079873634,0.450898686832966,0.486842975664992,0.5365028336877
100,"copula","vwo",0.0189627567331477,0.000870459301095999,6.60040115213662e-05,1.09107650613042e-05,0.129739379291294,0.0292185406106896,0.0102367765508568,0.182659704362077,0.091287458067337,0.305219615740182
150,"copula","vwo",0.180724964724913,0.0735081654503101,0.0402108279827381,0.0242457004885711,0.2590501971909,0.165712626578523,0.113474441232362,0.331365795155939,0.24655505111527,0.386083481585503
200,"copula","vwo",0.310375505761987,0.235892422351575,0.183956688197446,0.158517914225608,0.384215298980936,0.307792816589326,0.289985327865341,0.403011202554389,0.36476923770737,0.462526588074566
250,"copula","vwo",0.363851408388617,0.335809171843523,0.276750611848882,0.293339786852781,0.432577607495593,0.37491548576479,0.387018567397351,0.398289304441277,0.405851193588316,0.48781725493122
300,"copula","vwo",0.404903971277423,0.425861972993188,0.361102622689475,0.392642682220786,0.499512614553971,0.425861972993188,0.466410181935188,0.413448377299478,0.461556232899216,0.522894540364042
350,"copula","vwo",0.400176318883449,0.407747287454928,0.36293435957729,0.377698078345414,0.471269132326873,0.409645544663434,0.43642400567916,0.439312775285135,0.458646563132434,0.505361079873634
400,"copula","vwo",0.43642400567916,0.480999152275075,0.417259346408028,0.470296976706361,0.517053298106533,0.466410181935188,0.504386381722923,0.432577607495593,0.477105459635958,0.540383785306219
450,"copula","vwo",0.434500031568431,0.50828495902905,0.435461827662283,0.500487385446029,0.544260892663744,0.484894658504235,0.540383785306219,0.420122703910668,0.49171504097095,0.566461377014229
500,"copula","vwo",0.45477047409707,0.504386381722923,0.451866210394898,0.502436912681405,0.5365028336877,0.484894658504235,0.531646797755575,0.428737587839368,0.486842975664992,0.554900130959351
