date,small_growth,small_neutral,small_value,big_growth,big_neutral,big_value
2018-07-31,-0.0034541666666666,-5.41666666666666e-05,-0.0005541666666666,-0.0008541666666666,0.0156458333333333,0.0188458333333333
2018-08-31,-0.0298125,-0.0164125,-0.0209125,-0.0170125,-0.0190125,-0.0280125
2018-09-30,-0.0294916666666667,-0.0317916666666667,-0.0349916666666667,-0.0248916666666667,-0.0168916666666667,-0.0108916666666667
2018-10-31,-0.110298333333333,-0.107698333333333,-0.0660983333333333,-0.112998333333333,-0.0937983333333333,-0.0770983333333333
2018-11-30,0.0352766666666667,0.0521766666666667,0.0509766666666667,0.0564766666666667,0.0521766666666667,0.0503766666666667
2018-12-31,-0.0179166666666667,-0.0116166666666667,-0.0016166666666666,-0.0175166666666667,-0.0143166666666667,-0.0079166666666666
2019-01-31,0.03965,0.03935,0.02915,0.05045,0.05545,0.06095
2019-02-28,0.0085141666666666,0.0046141666666666,-0.0024858333333333,0.0203141666666667,0.0144141666666667,0.0070141666666666
2019-03-31,0.00466,0.01296,0.01766,0.00246,0.00316,-0.00254
2019-04-30,-0.0017733333333333,0.0016266666666666,-0.0028733333333333,0.0057266666666666,-0.0005733333333333,0.0109266666666667
2019-05-31,-0.0391108333333333,-0.0458108333333333,-0.0361108333333333,-0.0613108333333333,-0.0545108333333333,-0.0459108333333333
2019-06-30,0.0208041666666667,0.0262041666666667,0.0091041666666666,0.0292041666666667,0.0373041666666667,0.0403041666666667
2019-07-31,-0.0357916666666667,-0.0376916666666667,-0.0355916666666667,-0.0179916666666667,-0.0268916666666667,-0.0336916666666667
2019-08-31,-0.0397108333333333,-0.0387108333333333,-0.0420108333333333,-0.0277108333333333,-0.0479108333333333,-0.0568108333333333
2019-09-30,0.019425,0.033125,0.029025,0.020825,0.022625,0.017425
2019-10-31,0.0263516666666667,0.0211516666666667,0.0060516666666666,0.0520516666666667,0.0256516666666667,0.0241516666666667
2019-11-30,-0.0124833333333333,-0.0064833333333333,-0.0042833333333333,-0.0103833333333333,-0.0023833333333333,0.0010166666666666
2019-12-31,0.0436458333333333,0.0475458333333333,0.0409458333333333,0.0520458333333333,0.0656458333333333,0.0563458333333333
2020-01-31,-0.0100583333333333,-0.0133583333333333,-0.0032583333333333,-0.0414583333333333,-0.0475583333333333,-0.0603583333333333
2020-02-29,-0.062925,-0.063925,-0.075925,-0.063825,-0.073725,-0.085125
2020-03-31,-0.149025,-0.185325,-0.203025,-0.147025,-0.194725,-0.218025
2020-04-30,0.153025,0.168725,0.160325,0.141525,0.151525,0.147225
2020-05-31,0.0542933333333333,0.0465933333333333,0.0278933333333333,0.0433933333333333,0.0215933333333333,0.0128933333333333
2020-06-30,0.0813875,0.0778875,0.1291875,0.0693875,0.0656875,0.0754875
2020-07-31,0.0831308333333333,0.0822308333333333,0.0609308333333333,0.0847308333333333,0.0992308333333333,0.0820308333333333
2020-08-31,0.0409208333333333,0.0531208333333333,0.0850208333333333,0.0265208333333333,0.0321208333333333,0.0343208333333333
2020-09-30,0.0285291666666667,0.0195291666666667,-0.0065708333333333,-0.0227708333333333,-0.0229708333333333,-0.0275708333333333
2020-10-31,-0.0051691666666666,0.0005308333333333,0.0090308333333333,-0.0081691666666666,-0.0022691666666666,0.0058308333333333
2020-11-30,0.1012375,0.1078375,0.1142375,0.0871375,0.1191375,0.1417375
2020-12-31,0.0645458333333333,0.0575458333333333,0.105945833333333,0.0761458333333333,0.0598458333333333,0.0623458333333333
2021-01-31,0.01906,0.00686,0.01306,0.00436,-0.00314,-0.01524
2021-02-28,0.0432708333333333,0.0505708333333333,0.0660708333333333,0.0067708333333333,0.0294708333333333,0.0499708333333333
2021-03-31,0.0073891666666666,0.0309891666666667,0.0306891666666667,-0.0126108333333333,-0.0014108333333333,0.0249891666666667
2021-04-30,0.0400975,0.0519975,0.0725975,0.0287975,0.0355975,0.0528975
2021-05-31,0.0192933333333333,0.0270933333333333,0.0694933333333333,0.0287933333333333,0.0292933333333333,0.0323933333333333
2021-06-30,0.0228666666666667,0.0293666666666667,0.0533666666666667,0.0099666666666666,-0.0009333333333333,-0.0015333333333333
2021-07-31,-0.0026333333333333,0.0039666666666666,0.0397666666666667,-0.0208333333333333,-0.0091333333333333,-0.0271333333333333
2021-08-31,0.0115666666666667,0.0051666666666666,0.0060666666666666,0.0131666666666667,0.0250666666666667,0.0456666666666667
2021-09-30,-0.0296233333333333,-0.0212233333333333,0.0115766666666667,-0.0337233333333333,-0.0304233333333333,-0.0036233333333333
2021-10-31,-0.00684,0.01066,0.02046,0.00656,0.01476,-0.00524
2021-11-30,-0.03504,-0.02524,-0.01194,-0.01344,-0.02304,-0.04504
2021-12-31,0.0363725,0.0625725,0.0966725,0.0174725,0.0390725,0.0484725
2022-01-31,-0.0280441666666667,-0.0392441666666667,0.0137558333333333,-0.0796441666666667,-0.0439441666666667,-0.0081441666666666
2022-02-28,-0.03784,-0.01054,-0.03394,-0.01024,0.00556,0.01226
2022-03-31,-0.0164108333333333,-0.0035108333333333,0.0031891666666666,-0.0237108333333333,-0.0182108333333333,0.0029891666666666
2022-04-30,-0.0504733333333333,-0.0424733333333333,0.0053266666666666,-0.0726733333333333,-0.0574733333333333,-0.0383733333333333
2022-05-31,-0.0123583333333333,-0.0066583333333333,-0.0322583333333333,0.0022416666666666,0.0083416666666666,-0.0060583333333333
2022-06-30,-0.0684333333333333,-0.0765333333333333,-0.0603333333333333,-0.0410333333333333,-0.0572333333333333,-0.0702333333333333
2022-07-31,0.013685,0.024385,0.023785,0.008885,0.013085,0.003485
2022-08-31,0.0113166666666667,0.0153166666666667,0.0328166666666667,-0.0096833333333333,-0.0041833333333333,0.0142166666666667
2022-09-30,-0.09915,-0.10275,-0.05945,-0.11665,-0.11115,-0.09725
2022-10-31,-0.0027125,-0.0038125,-0.0047125,-0.0066125,0.0025875,-0.0041125
2022-11-30,0.0972558333333333,0.103555833333333,0.0841558333333333,0.118055833333333,0.123055833333333,0.135355833333333
