"cbr","qs","kz","m","q","cbr_wcor","qs_wcor","kz_wcor","m_wcor","q_wcor"
-0.069,-0.087,-0.131,-0.175,-0.223,-0.037,-0.046,-0.065,-0.088,-0.135
-0.311,-0.337,-0.37,-0.418,-0.462,-0.225,-0.24,-0.25,-0.277,-0.321
-0.287,-0.312,-0.346,-0.393,-0.437,-0.207,-0.221,-0.233,-0.259,-0.302
-0.2,-0.223,-0.26,-0.307,-0.357,-0.135,-0.147,-0.161,-0.187,-0.237
0,-0.017,-0.061,-0.104,-0.153,0.02,0.014,-0.006,-0.028,-0.077
-0.292,-0.318,-0.351,-0.399,-0.443,-0.205,-0.22,-0.231,-0.258,-0.301
-0.172,-0.194,-0.239,-0.288,-0.339,-0.119,-0.131,-0.149,-0.177,-0.226
