"cbr","qs","kz","m","q","cbr_wcor","qs_wcor","kz_wcor","m_wcor","q_wcor"
0.24,0.239,0.236,0.233,0.23,0.223,0.226,0.222,0.223,0.22
-0.052,-0.059,-0.056,-0.065,-0.068,-0.033,-0.037,-0.035,-0.039,-0.042
-0.014,-0.021,-0.019,-0.027,-0.029,-0.003,-0.005,-0.004,-0.008,-0.011
0.144,0.14,0.14,0.134,0.131,0.14,0.14,0.139,0.137,0.134
0.268,0.266,0.264,0.26,0.257,0.252,0.255,0.251,0.252,0.249
-0.062,-0.071,-0.068,-0.078,-0.081,-0.04,-0.045,-0.043,-0.049,-0.052
0.215,0.213,0.212,0.207,0.204,0.202,0.204,0.201,0.201,0.199
