"cbr","qs","kz","m","q","cbr_wcor","qs_wcor","kz_wcor","m_wcor","q_wcor"
0.215,0.212,0.209,0.204,0.199,0.199,0.201,0.197,0.197,0.192
-0.073,-0.082,-0.079,-0.091,-0.094,-0.048,-0.052,-0.05,-0.056,-0.06
-0.039,-0.047,-0.045,-0.056,-0.06,-0.021,-0.025,-0.024,-0.029,-0.033
0.116,0.111,0.111,0.103,0.099,0.117,0.116,0.115,0.112,0.107
0.245,0.242,0.239,0.234,0.23,0.23,0.232,0.228,0.228,0.224
-0.068,-0.077,-0.074,-0.086,-0.09,-0.043,-0.049,-0.046,-0.053,-0.057
0.199,0.196,0.194,0.189,0.185,0.186,0.188,0.184,0.184,0.18
