"cbr","qs","kz","m","q","cbr_wcor","qs_wcor","kz_wcor","m_wcor","q_wcor"
0.071,0.062,0.048,0.028,0.01,0.075,0.072,0.065,0.057,0.039
-0.196,-0.214,-0.222,-0.249,-0.265,-0.14,-0.15,-0.151,-0.167,-0.183
-0.16,-0.177,-0.185,-0.21,-0.227,-0.112,-0.121,-0.123,-0.137,-0.154
-0.013,-0.027,-0.037,-0.061,-0.078,0.018,0.011,0.008,-0.005,-0.022
0.093,0.085,0.072,0.053,0.035,0.093,0.091,0.085,0.077,0.06
-0.174,-0.191,-0.198,-0.225,-0.241,-0.122,-0.132,-0.133,-0.147,-0.164
0.034,0.022,0.009,-0.013,-0.03,0.044,0.04,0.034,0.024,0.007
