"cbr","qs","kz","m","q","cbr_wcor","qs_wcor","kz_wcor","m_wcor","q_wcor"
0.204,0.2,0.195,0.186,0.179,0.19,0.191,0.187,0.184,0.177
-0.097,-0.108,-0.107,-0.121,-0.127,-0.068,-0.074,-0.072,-0.08,-0.086
-0.066,-0.076,-0.076,-0.089,-0.095,-0.043,-0.048,-0.047,-0.054,-0.06
0.059,0.051,0.049,0.037,0.03,0.066,0.063,0.062,0.056,0.049
0.267,0.264,0.258,0.249,0.243,0.249,0.251,0.245,0.243,0.237
-0.078,-0.089,-0.087,-0.102,-0.108,-0.047,-0.054,-0.052,-0.06,-0.066
0.122,0.115,0.111,0.1,0.094,0.118,0.117,0.114,0.109,0.103
