"cbr","qs","kz","m","q","cbr_wcor","qs_wcor","kz_wcor","m_wcor","q_wcor"
0.268,0.266,0.263,0.259,0.255,0.252,0.254,0.25,0.25,0.247
-0.042,-0.049,-0.046,-0.055,-0.058,-0.029,-0.031,-0.03,-0.034,-0.037
-0.015,-0.021,-0.019,-0.027,-0.03,-0.006,-0.008,-0.008,-0.011,-0.014
0.139,0.135,0.135,0.129,0.126,0.132,0.132,0.131,0.129,0.126
0.357,0.357,0.354,0.351,0.347,0.339,0.342,0.338,0.339,0.336
-0.032,-0.04,-0.037,-0.046,-0.049,-0.016,-0.02,-0.018,-0.023,-0.026
0.187,0.184,0.182,0.176,0.173,0.177,0.177,0.175,0.173,0.17
